GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0015734	Biological_Processes	taurine transport	157.66	0.015824075844244872
GO:0015794	Biological_Processes	glycerol-3-phosphate transmembrane transport	157.629	0.015820964425044243
GO:0008131	Molecular_Functions	primary amine oxidase activity	157.313	0.01578924802287006
GO:0008912	Molecular_Functions	lactaldehyde reductase activity	157.266	0.015784530709888455
GO:0015969	Biological_Processes	guanosine tetraphosphate metabolic process	157.137	0.015771583191279376
GO:0004844	Molecular_Functions	uracil DNA N-glycosylase activity	156.974	0.015755223148385733
GO:0003920	Molecular_Functions	GMP reductase activity	156.744	0.015732138425284273
GO:0004819	Molecular_Functions	glutamine-tRNA ligase activity	156.66	0.015723707482934175
GO:0003866	Molecular_Functions	3-phosphoshikimate 1-carboxyvinyltransferase activity	156.645	0.015722201957514514
GO:0008853	Molecular_Functions	exodeoxyribonuclease III activity	156.255	0.01568305829660334
GO:0008860	Molecular_Functions	ferredoxin-NAD+ reductase activity	156.224	0.01567994687740271
GO:0052906	Molecular_Functions	tRNA (guanine(37)-N(1))-methyltransferase activity	156.183	0.01567583177458897
GO:0008671	Molecular_Functions	2-dehydro-3-deoxygalactonokinase activity	155.81	0.015638394375820076
GO:0045239	Cellular_Components	tricarboxylic acid cycle enzyme complex	155.767	0.015634078536283718
GO:0033499	Biological_Processes	galactose catabolic process via UDP-galactose	155.631	0.015620428439145462
GO:0008872	Molecular_Functions	glucarate dehydratase activity	155.597	0.0156170159148609
GO:0008993	Molecular_Functions	rhamnulokinase activity	155.189	0.015576065623446135
GO:0048500	Cellular_Components	signal recognition particle	154.887	0.015545754378330305
GO:0047952	Molecular_Functions	glycerol-3-phosphate dehydrogenase NAD(P)+ activity	154.683	0.015525279232622919
GO:0006542	Biological_Processes	glutamine biosynthetic process	154.678	0.015524777390816367
GO:0004827	Molecular_Functions	proline-tRNA ligase activity	154.481	0.015505004823638157
GO:0018339	Biological_Processes	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid	154.397	0.01549657388128806
GO:0004830	Molecular_Functions	tryptophan-tRNA ligase activity	154.302	0.015487038886963542
GO:0030643	Biological_Processes	cellular phosphate ion homeostasis	154.224	0.015479210154781308
GO:0045936	Biological_Processes	negative regulation of phosphate metabolic process	154.224	0.015479210154781308
GO:0052737	Molecular_Functions	pyruvate dehydrogenase (quinone) activity	153.915	0.015448196331136303
GO:0046416	Biological_Processes	D-amino acid metabolic process	153.552	0.015411762615980519
GO:0004427	Molecular_Functions	inorganic diphosphatase activity	153.499	0.01540644309283105
GO:0006760	Biological_Processes	folic acid-containing compound metabolic process	153.438	0.015400320622791099
GO:0006177	Biological_Processes	GMP biosynthetic process	153.079	0.01536428838108056
GO:0008534	Molecular_Functions	oxidized purine nucleobase lesion DNA N-glycosylase activity	152.963	0.015352645651168517
GO:0003906	Molecular_Functions	DNA-(apurinic or apyrimidinic site) endonuclease activity	152.779	0.015334177872687349
GO:0008980	Molecular_Functions	propionate kinase activity	152.774	0.015333676030880795
GO:0004851	Molecular_Functions	uroporphyrin-III C-methyltransferase activity	152.583	0.015314505673870452
GO:0019516	Biological_Processes	lactate oxidation	152.283	0.01528439516547724
GO:0050263	Molecular_Functions	ribosylpyrimidine nucleosidase activity	152.244	0.015280480799386126
GO:0004652	Molecular_Functions	polynucleotide adenylyltransferase activity	152.111	0.015267131807331802
GO:0008765	Molecular_Functions	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity	152.056	0.015261611547459714
GO:0008879	Molecular_Functions	glucose-1-phosphate thymidylyltransferase activity	151.863	0.01524224045372675
GO:0004460	Molecular_Functions	L-lactate dehydrogenase (cytochrome) activity	151.832	0.015239129034526117
GO:0102025	Molecular_Functions	ATPase-coupled thiosulfate transmembrane transporter activity	151.795	0.015235415405157618
GO:0047001	Molecular_Functions	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity	151.692	0.015225077463942619
GO:0044010	Biological_Processes	single-species biofilm formation	151.344	0.015190149274206494
GO:0008764	Molecular_Functions	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	151.328	0.015188543380425525
GO:0015658	Molecular_Functions	branched-chain amino acid transmembrane transporter activity	151.179	0.01517358849459023
GO:0008113	Molecular_Functions	peptide-methionine (S)-S-oxide reductase activity	150.624	0.01511788405406279
GO:0006796	Biological_Processes	phosphate-containing compound metabolic process	150.51	0.01510644206087337
GO:0010033	Biological_Processes	response to organic substance	150.445	0.015099918117388174
GO:0000104	Molecular_Functions	succinate dehydrogenase activity	150.416	0.015097007434910166
GO:0008927	Molecular_Functions	mannonate dehydratase activity	150.211	0.015076431920841472
GO:0047631	Molecular_Functions	ADP-ribose diphosphatase activity	150.182	0.015073521238363462
GO:0003992	Molecular_Functions	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	150.171	0.015072417186389044
GO:0003729	Molecular_Functions	mRNA binding	150.05	0.015060272614670451
GO:0033818	Molecular_Functions	beta-ketoacyl-acyl-carrier-protein synthase III activity	149.86	0.015041202626021419
GO:0099621	Molecular_Functions	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity	149.571	0.015012196169602626
GO:0015159	Molecular_Functions	polysaccharide transmembrane transporter activity	149.491	0.01500416670069777
GO:0008915	Molecular_Functions	lipid-A-disaccharide synthase activity	149.387	0.014993728391121458
GO:0008672	Molecular_Functions	2-dehydro-3-deoxyglucarate aldolase activity	149.217	0.014976665769698638
GO:0008837	Molecular_Functions	diaminopimelate epimerase activity	149.146	0.014969539616045576
GO:0019700	Biological_Processes	organic phosphonate catabolic process	148.894	0.014944246788995282
GO:0046429	Molecular_Functions	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	148.591	0.01491383517551814
GO:0015423	Molecular_Functions	ATPase-coupled maltose transmembrane transporter activity	148.586	0.014913333333711589
GO:0070040	Molecular_Functions	rRNA (adenine-C2-)-methyltransferase activity	148.31	0.014885631665989833
GO:0008271	Molecular_Functions	secondary active sulfate transmembrane transporter activity	148.218	0.014876397776749248
GO:0004014	Molecular_Functions	adenosylmethionine decarboxylase activity	148.183	0.014872884884103375
GO:0052852	Molecular_Functions	very-long-chain-(S)-2-hydroxy-acid oxidase activity	148.071	0.014861643627636574
GO:0052853	Molecular_Functions	long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity	148.071	0.014861643627636574
GO:0052854	Molecular_Functions	medium-chain-(S)-2-hydroxy-acid oxidase activity	148.071	0.014861643627636574
GO:0016790	Molecular_Functions	thiolester hydrolase activity	147.949	0.014849398687556673
GO:0015210	Molecular_Functions	uracil transmembrane transporter activity	147.825	0.014836953010754142
GO:0102483	Molecular_Functions	scopolin beta-glucosidase activity	147.805	0.014834945643527931
GO:0033982	Molecular_Functions	3-dehydro-L-gulonate-6-phosphate decarboxylase activity	147.545	0.014808849869587146
GO:0070626	Molecular_Functions	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	147.343	0.014788575460602384
GO:0003937	Molecular_Functions	IMP cyclohydrolase activity	147.115	0.014765691474223549
GO:0015623	Molecular_Functions	ATPase-coupled iron-chelate transporter activity	146.954	0.014749532168052524
GO:0004815	Molecular_Functions	aspartate-tRNA ligase activity	146.834	0.014737487964695243
GO:0009032	Molecular_Functions	thymidine phosphorylase activity	146.544	0.01470838113991514
GO:0008810	Molecular_Functions	cellulase activity	146.103	0.014664118692577121
GO:0042742	Biological_Processes	defense response to bacterium	146.018	0.014655587381865709
GO:0071468	Biological_Processes	cellular response to acidic pH	145.96	0.01464976601690969
GO:1990077	Cellular_Components	primosome complex	145.898	0.014643543178508427
GO:0008460	Molecular_Functions	dTDP-glucose 4,6-dehydratase activity	145.889	0.014642639863256632
GO:0044571	Biological_Processes	2Fe-2S cluster assembly	145.823	0.014636015551410125
GO:1902600	Biological_Processes	proton transmembrane transport	145.374	0.01459095015718162
GO:0010468	Biological_Processes	regulation of gene expression	144.853	0.014538658240938746
GO:0051992	Molecular_Functions	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity	144.694	0.014522699671490344
GO:0070008	Molecular_Functions	serine-type exopeptidase activity	144.589	0.014512160993552719
GO:0004065	Molecular_Functions	arylsulfatase activity	144.474	0.014500618632001989
GO:0044209	Biological_Processes	AMP salvage	144.386	0.014491786216206648
GO:0036361	Molecular_Functions	racemase activity, acting on amino acids and derivatives	143.814	0.014434375513536928
GO:0008697	Molecular_Functions	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	143.788	0.01443176593614285
GO:0009314	Biological_Processes	response to radiation	143.622	0.014415104788165278
GO:0006012	Biological_Processes	galactose metabolic process	142.58	0.014310520955679527
GO:0004048	Molecular_Functions	anthranilate phosphoribosyltransferase activity	142.529	0.014305402169252678
GO:0052915	Molecular_Functions	23S rRNA (guanine(2445)-N(2))-methyltransferase activity	142.477	0.014300183014464524
GO:0042954	Molecular_Functions	obsolete lipoprotein transporter activity	142.28	0.014280410447286316
GO:0004130	Molecular_Functions	cytochrome-c peroxidase activity	141.745	0.014226713373985091
GO:0042925	Molecular_Functions	benzoate transmembrane transporter activity	141.689	0.01422109274575169
GO:0008771	Molecular_Functions	citrate (pro-3S)-lyase ligase activity	141.435	0.014195599181978774
GO:0009898	Cellular_Components	cytoplasmic side of plasma membrane	141.423	0.014194394761643045
GO:0006089	Biological_Processes	lactate metabolic process	141.387	0.01419078150063586
GO:0003963	Molecular_Functions	RNA-3'-phosphate cyclase activity	141.303	0.014182350558285763
GO:0016836	Molecular_Functions	hydro-lyase activity	141.195	0.014171510775264207
GO:0004825	Molecular_Functions	methionine-tRNA ligase activity	141.076	0.014159566940268231
GO:0004488	Molecular_Functions	methylenetetrahydrofolate dehydrogenase (NADP+) activity	140.979	0.014149831209221099
GO:0019521	Biological_Processes	D-gluconate metabolic process	140.956	0.014147522736910946
GO:0050511	Molecular_Functions	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	140.652	0.014117010755072495
GO:0009010	Molecular_Functions	sorbitol-6-phosphate 2-dehydrogenase activity	140.471	0.014098844081675261
GO:0008812	Molecular_Functions	choline dehydrogenase activity	140.368	0.014088506140460259
GO:0008864	Molecular_Functions	formyltetrahydrofolate deformylase activity	140.303	0.014081982196975063
GO:0036524	Molecular_Functions	protein deglycase activity	140.046	0.014056187528118212
GO:0051262	Biological_Processes	protein tetramerization	139.991	0.014050667268246126
GO:0032324	Biological_Processes	molybdopterin cofactor biosynthetic process	139.732	0.014024671862666654
GO:0004017	Molecular_Functions	adenylate kinase activity	139.725	0.014023969284137478
GO:0004647	Molecular_Functions	phosphoserine phosphatase activity	139.661	0.014017545709013594
GO:0008768	Molecular_Functions	UDP-sugar diphosphatase activity	139.637	0.014015136868342137
GO:0008744	Molecular_Functions	L-xylulokinase activity	139.45	0.013996367984777033
GO:0033094	Molecular_Functions	butane-1,4-diamine:2-oxoglutarate aminotransferase activity	139.42	0.013993356933937714
GO:0099620	Molecular_Functions	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	139.411	0.013992453618685919
GO:0046336	Biological_Processes	ethanolamine catabolic process	139.132	0.013964450845880234
GO:0008959	Molecular_Functions	phosphate acetyltransferase activity	139.116	0.013962844952099263
GO:0009030	Molecular_Functions	thiamine-phosphate kinase activity	139.047	0.013955919535168823
GO:0008960	Molecular_Functions	phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity	139.037	0.013954915851555717
GO:0019856	Biological_Processes	pyrimidine nucleobase biosynthetic process	138.595	0.013910553035856388
GO:0015415	Molecular_Functions	ATPase-coupled phosphate ion transmembrane transporter activity	138.437	0.0138946948347693
GO:0045493	Biological_Processes	xylan catabolic process	138.421	0.013893088940988325
GO:0004425	Molecular_Functions	indole-3-glycerol-phosphate synthase activity	138.339	0.01388485873536085
GO:0008962	Molecular_Functions	phosphatidylglycerophosphatase activity	138.322	0.013883152473218566
GO:0015385	Molecular_Functions	sodium:proton antiporter activity	138.27	0.013877933318430413
GO:0004735	Molecular_Functions	pyrroline-5-carboxylate reductase activity	137.623	0.013812994988662388
GO:0009239	Biological_Processes	enterobactin biosynthetic process	137.472	0.013797839366104474
GO:0019439	Biological_Processes	aromatic compound catabolic process	137.408	0.013791415790980586
GO:0015420	Molecular_Functions	ATPase-coupled vitamin B12 transmembrane transporter activity	137.305	0.013781077849765587
GO:0008782	Molecular_Functions	adenosylhomocysteine nucleosidase activity	136.705	0.013720856832979167
GO:0008930	Molecular_Functions	methylthioadenosine nucleosidase activity	136.705	0.013720856832979167
GO:0009164	Biological_Processes	nucleoside catabolic process	136.705	0.013720856832979167
GO:0004799	Molecular_Functions	thymidylate synthase activity	136.625	0.01371282736407431
GO:0061024	Biological_Processes	membrane organization	136.548	0.013705099000253386
GO:0009408	Biological_Processes	response to heat	136.546	0.013704898263530765
GO:0050440	Molecular_Functions	2-methylcitrate synthase activity	136.321	0.013682315382235858
GO:0045148	Molecular_Functions	tripeptide aminopeptidase activity	136.314	0.013681612803706682
GO:0003919	Molecular_Functions	FMN adenylyltransferase activity	136.251	0.01367528959694411
GO:0080030	Molecular_Functions	methyl indole-3-acetate esterase activity	136.208	0.013670973757407749
GO:0009346	Cellular_Components	citrate lyase complex	136.075	0.013657624765353425
GO:0006282	Biological_Processes	regulation of DNA repair	135.81	0.01363102714960609
GO:0008710	Molecular_Functions	8-amino-7-oxononanoate synthase activity	135.684	0.013618380736080942
GO:0050355	Molecular_Functions	triphosphatase activity	135.55	0.01360493137566531
GO:0051991	Molecular_Functions	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	135.45	0.013594894539534238
GO:0047091	Molecular_Functions	L-lysine 6-monooxygenase (NADPH) activity	135.279	0.013577731549750107
GO:0008666	Molecular_Functions	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity	135.249	0.013574720498910788
GO:0047547	Molecular_Functions	2-methylcitrate dehydratase activity	134.978	0.013547520672995588
GO:0008519	Molecular_Functions	ammonium transmembrane transporter activity	134.913	0.013540996729510394
GO:0006654	Biological_Processes	phosphatidic acid biosynthetic process	134.811	0.013530759156656701
GO:0004595	Molecular_Functions	pantetheine-phosphate adenylyltransferase activity	134.787	0.013528350315985245
GO:0008798	Molecular_Functions	beta-aspartyl-peptidase activity	134.773	0.013526945158926895
GO:0004644	Molecular_Functions	phosphoribosylglycinamide formyltransferase activity	134.651	0.01351470021884699
GO:0008892	Molecular_Functions	guanine deaminase activity	134.627	0.013512291378175533
GO:0019538	Biological_Processes	protein metabolic process	134.596	0.0135091799589749
GO:0008728	Molecular_Functions	GTP diphosphokinase activity	134.441	0.013493622862971743
GO:0050515	Molecular_Functions	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	134.433	0.013492819916081256
GO:0008881	Molecular_Functions	glutamate racemase activity	134.291	0.013478567608775138
GO:0046421	Molecular_Functions	methylisocitrate lyase activity	134.279	0.013477363188439409
GO:0015689	Biological_Processes	molybdate ion transport	133.935	0.01344283647214853
GO:0004450	Molecular_Functions	isocitrate dehydrogenase (NADP+) activity	133.828	0.013432097057488284
GO:0004020	Molecular_Functions	adenylylsulfate kinase activity	133.176	0.013366656885913708
GO:0004564	Molecular_Functions	beta-fructofuranosidase activity	132.847	0.013333635695042487
GO:0004155	Molecular_Functions	6,7-dihydropteridine reductase activity	132.804	0.013329319855506127
GO:0034618	Molecular_Functions	arginine binding	132.581	0.01330693771093384
GO:1902208	Biological_Processes	regulation of bacterial-type flagellum assembly	132.544	0.013303224081565347
GO:0008774	Molecular_Functions	acetaldehyde dehydrogenase (acetylating) activity	132.37	0.013285759986697284
GO:0008721	Molecular_Functions	D-serine ammonia-lyase activity	132.039	0.013252538059103442
GO:0008874	Molecular_Functions	gluconate 5-dehydrogenase activity	131.962	0.013244809695282519
GO:0009308	Biological_Processes	amine metabolic process	131.215	0.013169834529383426
GO:0003939	Molecular_Functions	L-iditol 2-dehydrogenase activity	131.017	0.013149961593843906
GO:0006388	Biological_Processes	tRNA splicing, via endonucleolytic cleavage and ligation	130.984	0.013146649437920654
GO:0047559	Molecular_Functions	3-dehydro-L-gulonate 2-dehydrogenase activity	130.887	0.013136913706873515
GO:0004648	Molecular_Functions	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	130.88	0.013136211128344342
GO:0006825	Biological_Processes	copper ion transport	130.797	0.013127880554355553
GO:0015099	Molecular_Functions	nickel cation transmembrane transporter activity	130.783	0.013126475397297202
GO:0006730	Biological_Processes	one-carbon metabolic process	130.559	0.013103992884363607
GO:0016979	Molecular_Functions	lipoate-protein ligase activity	130.414	0.013089439471973555
GO:0000179	Molecular_Functions	rRNA (adenine-N6,N6-)-dimethyltransferase activity	130.359	0.013083919212101468
GO:0110001	Cellular_Components	toxin-antitoxin complex	129.986	0.013046481813332577
GO:0008108	Molecular_Functions	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	129.948	0.01304266781560277
GO:0006109	Biological_Processes	regulation of carbohydrate metabolic process	129.943	0.013042165973796219
GO:0015821	Biological_Processes	methionine transport	129.808	0.013028616245019272
GO:0004106	Molecular_Functions	chorismate mutase activity	129.605	0.0130082414676732
GO:0050086	Molecular_Functions	mannitol 2-dehydrogenase activity	129.491	0.01299679947448378
GO:0051289	Biological_Processes	protein homotetramerization	129.474	0.012995093212341498
GO:0032300	Cellular_Components	mismatch repair complex	129.43	0.012990677004443828
GO:0008813	Molecular_Functions	chorismate lyase activity	129.265	0.01297411622482756
GO:0004400	Molecular_Functions	histidinol-phosphate transaminase activity	129.255	0.012973112541214454
GO:1905887	Biological_Processes	autoinducer AI-2 transmembrane transport	129.115	0.012959060970630959
GO:0019380	Biological_Processes	3-phenylpropionate catabolic process	129.075	0.012955046236178528
GO:0004604	Molecular_Functions	phosphoadenylyl-sulfate reductase (thioredoxin) activity	129.056	0.012953139237313626
GO:0043571	Biological_Processes	maintenance of CRISPR repeat elements	129.023	0.012949827081390372
GO:0004766	Molecular_Functions	spermidine synthase activity	129.007	0.012948221187609403
GO:0036380	Molecular_Functions	UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity	128.867	0.012934169617025901
GO:0046417	Biological_Processes	chorismate metabolic process	128.212	0.012868428340367395
GO:0008495	Molecular_Functions	protoheme IX farnesyltransferase activity	128.066	0.012853774559616036
GO:0048034	Biological_Processes	heme O biosynthetic process	128.066	0.012853774559616036
GO:0004639	Molecular_Functions	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	128.056	0.01285277087600293
GO:0004791	Molecular_Functions	thioredoxin-disulfide reductase activity	128.004	0.012847551721214769
GO:0008106	Molecular_Functions	alcohol dehydrogenase (NADP+) activity	127.967	0.012843838091846273
GO:0004157	Molecular_Functions	dihydropyrimidinase activity	127.952	0.012842332566426614
GO:0004337	Molecular_Functions	geranyltranstransferase activity	127.932	0.0128403251992004
GO:0004143	Molecular_Functions	diacylglycerol kinase activity	127.894	0.012836511201470594
GO:0008783	Molecular_Functions	agmatinase activity	127.884	0.012835507517857487
GO:0008127	Molecular_Functions	quercetin 2,3-dioxygenase activity	127.62	0.012809010270471464
GO:0008827	Molecular_Functions	cytochrome o ubiquinol oxidase activity	127.135	0.012760331615235774
GO:0009396	Biological_Processes	folic acid-containing compound biosynthetic process	127.079	0.012754710987002371
GO:0008709	Molecular_Functions	cholate 7-alpha-dehydrogenase activity	127.048	0.012751599567801742
GO:0000210	Molecular_Functions	NAD+ diphosphatase activity	126.995	0.012746280044652274
GO:0008413	Molecular_Functions	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	126.757	0.012722392374660328
GO:0030694	Cellular_Components	bacterial-type flagellum basal body, rod	126.512	0.012697802126139206
GO:0047138	Molecular_Functions	aquacobalamin reductase activity	126.43	0.012689571920511731
GO:0004563	Molecular_Functions	beta-N-acetylhexosaminidase activity	126.343	0.0126808398730777
GO:0004152	Molecular_Functions	dihydroorotate dehydrogenase activity	126.065	0.012652937468633324
GO:0004525	Molecular_Functions	ribonuclease III activity	126.031	0.012649524944348761
GO:0009349	Cellular_Components	riboflavin synthase complex	125.954	0.012641796580527836
GO:0004040	Molecular_Functions	amidase activity	125.944	0.012640792896914731
GO:0008803	Molecular_Functions	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	125.81	0.012627343536499096
GO:0006231	Biological_Processes	dTMP biosynthetic process	125.801	0.0126264402212473
GO:0004326	Molecular_Functions	tetrahydrofolylpolyglutamate synthase activity	125.764	0.012622726591878804
GO:0006508	Biological_Processes	proteolysis	125.451	0.012591311294788554
GO:0019303	Biological_Processes	D-ribose catabolic process	125.398	0.012585991771639087
GO:0004849	Molecular_Functions	uridine kinase activity	125.349	0.012581073721934862
GO:0006166	Biological_Processes	purine ribonucleoside salvage	125.344	0.012580571880128308
GO:0008839	Molecular_Functions	4-hydroxy-tetrahydrodipicolinate reductase	125.072	0.0125532716858518
GO:0004030	Molecular_Functions	aldehyde dehydrogenase NAD(P)+ activity	125.039	0.012549959529928548
GO:0008936	Molecular_Functions	nicotinamidase activity	124.95	0.012541026745771896
GO:0009264	Biological_Processes	deoxyribonucleotide catabolic process	124.788	0.01252476707123956
GO:0047070	Molecular_Functions	3-carboxyethylcatechol 2,3-dioxygenase activity	124.715	0.01251744018086388
GO:0008866	Molecular_Functions	fructuronate reductase activity	124.661	0.012512020289353103
GO:0006468	Biological_Processes	protein phosphorylation	124.576	0.012503488978641694
GO:0019674	Biological_Processes	NAD metabolic process	124.486	0.01249445582612373
GO:0006518	Biological_Processes	peptide metabolic process	124.416	0.01248743004083198
GO:0004850	Molecular_Functions	uridine phosphorylase activity	124.4	0.012485824147051012
GO:0035556	Biological_Processes	intracellular signal transduction	124.238	0.012469564472518676
GO:0019354	Biological_Processes	siroheme biosynthetic process	123.933	0.012438952122318913
GO:0008970	Molecular_Functions	phospholipase A1 activity	123.884	0.012434034072614689
GO:0052739	Molecular_Functions	phosphatidylserine 1-acylhydrolase activity	123.884	0.012434034072614689
GO:0052740	Molecular_Functions	1-acyl-2-lysophosphatidylserine acylhydrolase activity	123.884	0.012434034072614689
GO:0008610	Biological_Processes	lipid biosynthetic process	123.848	0.012430420811607504
GO:0016832	Molecular_Functions	aldehyde-lyase activity	123.675	0.012413057085100751
GO:0009298	Biological_Processes	GDP-mannose biosynthetic process	123.638	0.012409343455732256
GO:0005618	Cellular_Components	cell wall	123.579	0.012403421722414926
GO:0000103	Biological_Processes	sulfate assimilation	123.371	0.0123825451032623
GO:0003954	Molecular_Functions	NADH dehydrogenase activity	123.345	0.01237993552586822
GO:0070403	Molecular_Functions	NAD+ binding	123.293	0.012374716371080065
GO:0033897	Molecular_Functions	ribonuclease T2 activity	122.934	0.012338684129369523
GO:0008733	Molecular_Functions	L-arabinose isomerase activity	122.922	0.012337479709033795
GO:0004354	Molecular_Functions	glutamate dehydrogenase (NADP+) activity	122.898	0.012335070868362339
GO:0009384	Molecular_Functions	N-acylmannosamine kinase activity	122.853	0.012330554292103358
GO:0019148	Molecular_Functions	D-cysteine desulfhydrase activity	122.659	0.012311082830009082
GO:0009022	Molecular_Functions	tRNA nucleotidyltransferase activity	122.499	0.012295023892199369
GO:0008814	Molecular_Functions	citrate CoA-transferase activity	122.481	0.012293217261695778
GO:0031177	Molecular_Functions	phosphopantetheine binding	122.316	0.012276656482079512
GO:0003864	Molecular_Functions	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	122.245	0.012269530328426453
GO:0008686	Molecular_Functions	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	122.042	0.01224915555108038
GO:0008865	Molecular_Functions	fructokinase activity	121.997	0.0122446389748214
GO:0043169	Molecular_Functions	cation binding	121.75	0.012219847989577655
GO:0008868	Molecular_Functions	galactitol-1-phosphate 5-dehydrogenase activity	121.69	0.012213825887899014
GO:0004314	Molecular_Functions	acyl-carrier-protein S-malonyltransferase activity	121.666	0.012211417047227557
GO:0070180	Molecular_Functions	large ribosomal subunit rRNA binding	121.522	0.012196964003198817
GO:0006432	Biological_Processes	phenylalanyl-tRNA aminoacylation	121.347	0.012179399539969443
GO:0009326	Cellular_Components	formate dehydrogenase complex	121.19	0.012163641707243664
GO:0000256	Biological_Processes	allantoin catabolic process	121.027	0.01214728166435002
GO:0004335	Molecular_Functions	galactokinase activity	120.983	0.01214286545645235
GO:0004797	Molecular_Functions	thymidine kinase activity	120.951	0.012139653668890407
GO:0102148	Molecular_Functions	N-acetyl-beta-D-galactosaminidase activity	120.908	0.012135337829354047
GO:0008984	Molecular_Functions	protein-glutamate methylesterase activity	120.907	0.012135237460992735
GO:0000175	Molecular_Functions	3'-5'-exoribonuclease activity	120.892	0.012133731935573076
GO:0034024	Molecular_Functions	glutamate-putrescine ligase activity	120.789	0.012123393994358075
GO:0008801	Molecular_Functions	beta-phosphoglucomutase activity	120.681	0.012112554211336517
GO:0004076	Molecular_Functions	biotin synthase activity	120.595	0.012103922532263799
GO:0033739	Molecular_Functions	preQ1 synthase activity	120.537	0.012098101167307779
GO:0050572	Molecular_Functions	L-idonate 5-dehydrogenase activity	120.378	0.012082142597859375
GO:0003862	Molecular_Functions	3-isopropylmalate dehydrogenase activity	120.179	0.012062169293958546
GO:0000162	Biological_Processes	tryptophan biosynthetic process	120.053	0.0120495228804334
GO:0016872	Molecular_Functions	intramolecular lyase activity	119.688	0.012012888428554993
GO:0004845	Molecular_Functions	uracil phosphoribosyltransferase activity	119.654	0.01200947590427043
GO:0019748	Biological_Processes	secondary metabolic process	119.643	0.012008371852296012
GO:0050992	Biological_Processes	dimethylallyl diphosphate biosynthetic process	119.46	0.011990004442176154
GO:0004476	Molecular_Functions	mannose-6-phosphate isomerase activity	119.435	0.011987495233143387
GO:0047590	Molecular_Functions	5-dehydro-2-deoxygluconokinase activity	119.196	0.01196350719479013
GO:0006082	Biological_Processes	organic acid metabolic process	119.124	0.011956280672775758
GO:0008828	Molecular_Functions	dATP pyrophosphohydrolase activity	119.118	0.011955678462607894
GO:0019177	Molecular_Functions	dihydroneopterin triphosphate pyrophosphohydrolase activity	119.118	0.011955678462607894
GO:0035435	Biological_Processes	phosphate ion transmembrane transport	119.044	0.011948251203870903
GO:0004852	Molecular_Functions	uroporphyrinogen-III synthase activity	119.034	0.011947247520257796
GO:0046688	Biological_Processes	response to copper ion	118.526	0.01189626039271196
GO:0004151	Molecular_Functions	dihydroorotase activity	118.52	0.011895658182544096
GO:0006108	Biological_Processes	malate metabolic process	118.243	0.011867856146461032
GO:0042586	Molecular_Functions	peptide deformylase activity	118.055	0.011848986894534622
GO:0004422	Molecular_Functions	hypoxanthine phosphoribosyltransferase activity	118.036	0.011847079895669719
GO:0052657	Molecular_Functions	guanine phosphoribosyltransferase activity	118.036	0.011847079895669719
GO:0004309	Molecular_Functions	exopolyphosphatase activity	117.973	0.011840756688907144
GO:0009029	Molecular_Functions	tetraacyldisaccharide 4'-kinase activity	117.972	0.011840656320545834
GO:0052916	Molecular_Functions	23S rRNA (guanine(1835)-N(2))-methyltransferase activity	117.299	0.011773108413383734
GO:0000030	Molecular_Functions	mannosyltransferase activity	117.1	0.011753135109482903
GO:0006493	Biological_Processes	protein O-linked glycosylation	117.1	0.011753135109482903
GO:0019464	Biological_Processes	glycine decarboxylation via glycine cleavage system	116.994	0.01174249606318397
