Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating)	1251.08	0.1251079920356251
5.4.99.25	tRNA pseudouridine(55) synthase	1242.3	0.12422999209151855
2.4.2.10	Orotate phosphoribosyltransferase	1240.28	0.12402799210437787
6.3.5.3	Phosphoribosylformylglycinamidine synthase	1236.34	0.12363399212945991
2.3.1.275	Acyl phosphate:glycerol-3-phosphate acyltransferase	1232.07	0.12320699215664273
2.3.1.183	Phosphinothricin acetyltransferase	1224.74	0.12247399220330553
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1218.73	0.12187299224156517
2.4.1.21	Starch synthase	1218	0.12179999224621237
2.1.3.2	Aspartate carbamoyltransferase	1213.31	0.12133099227606889
3.5.4.33	tRNA(adenine(34)) deaminase	1205.76	0.1205759923241322
2.7.7.27	Glucose-1-phosphate adenylyltransferase	1198.18	0.11981799237238647
2.5.1.75	tRNA dimethylallyltransferase	1197.13	0.11971299237907077
3.1.3.11	Fructose-bisphosphatase	1188.78	0.11887799243222685
1.1.1.205	IMP dehydrogenase	1185.55	0.11855499245278904
2.5.1.56	N-acetylneuraminate synthase	1179.9	0.11798999248875697
2.1.1.74	(NAD(P)H-oxidizing)	1177.33	0.11773299250511755
2.8.1.6	Biotin synthase	1174.78	0.11747799252135085
3.2.1.98	Glucan 1,4-alpha-maltohexaosidase	1170.79	0.11707899254675119
3.2.2.23	DNA-formamidopyrimidine glycosylase	1170.7	0.11706999254732416
1.18.1.3	Ferredoxin--NAD(+) reductase	1170.14	0.11701399255088911
1.14.13.107	Limonene 1,2-monooxygenase	1167.19	0.1167189925696688
2.5.1.15	Dihydropteroate synthase	1162.82	0.11628199259748821
3.1.3.15	Histidinol-phosphatase	1156.54	0.11565399263746669
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase	1155.56	0.11555599264370536
2.7.1.26	Riboflavin kinase	1147.74	0.11477399269348751
2.7.7.2	FAD synthase	1147.74	0.11477399269348751
2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	1139.62	0.11396199274517942
3.1.3.25	Inositol-phosphate phosphatase	1134.71	0.11347099277643646
3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase	1111.37	0.1111369929250189
2.1.1.178	16S rRNA (cytosine(1407)-C(5))-methyltransferase	1110.51	0.11105099293049366
2.1.2.1	Glycine hydroxymethyltransferase	1105.43	0.11054299296283294
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1097.61	0.10976099301261504
6.3.1.2	Glutamine synthetase	1091.38	0.10913799305227526
4.1.1.5	Acetolactate decarboxylase	1081.41	0.10814099311574425
3.5.2.3	Dihydroorotase	1076.84	0.10768399314483687
1.6.99.1	NADPH dehydrogenase	1052.72	0.10527199329838478
4.1.2.9	Phosphoketolase	1044.84	0.10448399334854887
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	1020.68	0.10206799350235142
3.6.5.n1	Elongation factor 4	1015.16	0.10151599353749173
5.4.2.8	Phosphomannomutase	1003.37	0.10033699361254686
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	1000.01	0.10000099363393664
3.5.99.2	Aminopyrimidine aminohydrolase	993.595	0.09935949367477451
2.7.1.31	Glycerate 3-kinase	972.992	0.0972991938059332
2.4.2.22	Xanthine phosphoribosyltransferase	968.055	0.09680549383736214
1.2.1.11	Aspartate-semialdehyde dehydrogenase	966.564	0.09665639384685384
1.17.99.6	Epoxyqueuosine reductase	943.03	0.09430299399667129
3.1.1.83	Monoterpene epsilon-lactone hydrolase	939.557	0.09395569401878041
2.5.1.3	Thiamine phosphate synthase	936.674	0.09366739403713359
3.4.11.24	Aminopeptidase S	936.104	0.09361039404076221
6.1.1.7	Alanine--tRNA ligase	916.625	0.09166249416476552
2.1.1.163	Demethylmenaquinone methyltransferase	912.744	0.09127439418947196
1.8.4.12	Peptide-methionine (R)-S-oxide reductase	912.563	0.0912562941906242
7.1.2.2	H(+)-transporting two-sector ATPase	912.147	0.09121469419327247
3.2.1.18	Exo-alpha-sialidase	911.908	0.09119079419479394
6.3.4.2	CTP synthase (glutamine hydrolyzing)	910.565	0.09105649420334347
6.3.1.1	Aspartate--ammonia ligase	908.874	0.09088739421410838
2.4.1.18	1,4-alpha-glucan branching enzyme	896.91	0.08969099429027119
2.1.1.172	16S rRNA (guanine(1207)-N(2))-methyltransferase	890.159	0.08901589433324807
3.1.3.6	3'-nucleotidase	889.319	0.0889318943385955
3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	889.319	0.0889318943385955
3.4.11.18	Methionyl aminopeptidase	869.475	0.0869474944649224
2.7.1.30	Glycerol kinase	855.259	0.08552589455542146
1.1.3.21	Glycerol-3-phosphate oxidase	846.647	0.08466469461024545
3.2.1.21	Beta-glucosidase	842.333	0.08423329463770837
1.4.1.4	Glutamate dehydrogenase (NADP(+))	822.497	0.08224969476398433
3.5.1.4	Amidase	801.981	0.08019809489458919
3.6.3.14	Transferred entry 7.1.2.2	752.454	0.07524539520987805
1.14.14.3	Bacterial luciferase	743.608	0.07436079526619169
2.4.2.7	Adenine phosphoribosyltransferase	726.502	0.07265019537508847
3.2.1.93	Alpha,alpha-phosphotrehalase	712.607	0.07126069546354405
3.4.21.96	Lactocepin	695.629	0.069562895571626
5.4.2.7	Phosphopentomutase	691.509	0.06915089559785391
4.4.1.21	S-ribosylhomocysteine lyase	685.055	0.06850549563894007
4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	667.87	0.06678699574833978
3.2.1.52	Beta-N-acetylhexosaminidase	648.178	0.06481779587369904
3.2.1.8	Endo-1,4-beta-xylanase	606.56	0.060655996138639215
3.2.1.23	Beta-galactosidase	604.843	0.06048429614956963
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	568.904	0.0568903963783573
3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	568.904	0.0568903963783573
2.7.7.43	N-acylneuraminate cytidylyltransferase	540.492	0.054049196559228074
2.5.1.9	Riboflavin synthase	532.445	0.053244496610455286
3.8.1.2	(S)-2-haloacid dehalogenase	508.646	0.050864596761959716
2.7.2.2	Carbamate kinase	482.04	0.0482039969313335
1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	473.978	0.047397796982656185
4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase	442.878	0.04428779718063878
3.6.5.3	Protein-synthesizing GTPase	399.597	0.03995969745616561
1.4.3.19	Glycine oxidase	395.513	0.039551297482164356
5.1.1.7	Diaminopimelate epimerase	382.842	0.038284197562827936
1.14.13.25	Methane monooxygenase (soluble)	380.527	0.03805269757756523
4.2.2.1	Hyaluronate lyase	378.348	0.03783479759143674
4.1.2.22	Fructose-6-phosphate phosphoketolase	364.202	0.03642019768149017
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	328.918	0.032891797906108106
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	301.182	0.030118198082675476
3.6.3.34	Transferred entry 7.2.2.16	300.897	0.030089698084489785
4.2.1.33	3-isopropylmalate dehydratase	300.587	0.030058698086463245
2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	298.823	0.029882298097692866
5.1.3.22	L-ribulose-5-phosphate 3-epimerase	297.423	0.02974229810660527
2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase	295.357	0.02953569811975743
3.1.1.1	Carboxylesterase	293.931	0.029393098128835338
1.2.98.1	Formaldehyde dismutase	291.465	0.02914649814453389
4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	273.546	0.02735459825860624
3.4.19.3	Pyroglutamyl-peptidase I	271.738	0.027173798270115974
3.5.4.1	Cytosine deaminase	256.735	0.025673498365625064
7.2.1.1	NADH:ubiquinone reductase (Na(+)-transporting)	245.341	0.024534098438159267
1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	241.438	0.02414379846300576
4.1.3.6	Citrate (pro-3S)-lyase	239.132	0.02391319847768576
4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	234.655	0.023465498506186337
5.4.2.6	Beta-phosphoglucomutase	233.538	0.02335379851329716
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	230.805	0.02308049853069544
3.6.3.24	Transferred entry 7.2.2.11	224.077	0.022407698573525883
2.1.1.224	23S rRNA (adenine(2503)-C(8))-methyltransferase	203.159	0.020315898706689865
6.2.1.22	[Citrate (pro-3S)-lyase] ligase	198.838	0.01988379873419735
2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	194.764	0.019476398760132435
4.1.1.20	Diaminopimelate decarboxylase	194.056	0.019405598764639563
2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	187.323	0.018732298807501838
3.1.3.5	5'-nucleotidase	185.298	0.018529798820392986
2.3.1.79	Maltose O-acetyltransferase	183.706	0.018370598830527655
3.2.1.14	Chitinase	183.017	0.01830169883491383
3.1.1.5	Lysophospholipase	175.727	0.017572698881321968
4.2.1.53	Oleate hydratase	174.152	0.017415198891348415
1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase	171.626	0.017162598907428932
3.5.99.4	Transferred entry 3.5.4.42	171.484	0.017148398908332908
4.3.2.10	Imidazole glycerol-phosphate synthase	171.354	0.01713539890916049
6.2.1.5	Succinate--CoA ligase (ADP-forming)	170.095	0.017009498917175278
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	168.807	0.016880698925374686
4.2.1.20	Tryptophan synthase	168.197	0.01681969892925795
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	165.59	0.01655899894585411
1.3.5.2	Dihydroorotate dehydrogenase (quinone)	165.195	0.016519498948368676
2.7.4.1	Polyphosphate kinase	164.86	0.01648599895050129
1.13.11.2	Catechol 2,3-dioxygenase	163.37	0.01633699895998663
3.2.2.20	DNA-3-methyladenine glycosylase I	162.758	0.01627579896388262
2.7.8.12	Teichoic acid poly(glycerol phosphate) polymerase	161.893	0.01618929896938921
3.6.1.19	Transferred entry 3.6.1.9	159.098	0.01590979898718218
1.3.1.12	Prephenate dehydrogenase	158.202	0.015820198992886114
1.6.1.2	NAD(P)(+) transhydrogenase (Re/Si-specific)	156.758	0.01567579900207862
5.3.1.24	Phosphoribosylanthranilate isomerase	154.874	0.015487399014072162
2.7.7.56	tRNA nucleotidyltransferase	154.636	0.015463599015587269
1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	153.697	0.015369699021564943
5.1.3.15	Glucose-6-phosphate 1-epimerase	151.249	0.01512489903714891
5.1.99.6	NAD(P)H-hydrate epimerase	149.297	0.014929699049575341
2.1.3.6	Putrescine carbamoyltransferase	148.475	0.014847499054808193
3.4.21.53	Endopeptidase La	146.362	0.01463619906825955
3.5.4.19	Phosphoribosyl-AMP cyclohydrolase	145.33	0.014532999074829262
3.2.1.10	Oligo-1,6-glucosidase	145.023	0.014502299076783623
5.3.1.16	isomerase	144.372	0.01443719908092789
4.2.1.9	Dihydroxy-acid dehydratase	142.661	0.014266099091820117
3.6.1.31	Phosphoribosyl-ATP diphosphatase	142.553	0.014255299092507643
2.7.7.39	Glycerol-3-phosphate cytidylyltransferase	142.025	0.014202499095868891
3.1.21.3	Type I site-specific deoxyribonuclease	140.502	0.014050199105564308
2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	138.601	0.013860099117666076
6.2.1.26	o-succinylbenzoate--CoA ligase	138.24	0.013823999119964202
6.3.2.17	Tetrahydrofolate synthase	137.822	0.013782199122625186
3.6.3.27	Transferred entry 7.3.2.1	136.242	0.013624199132683467
2.1.1.223	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase	135.778	0.01357779913563729
3.5.4.2	Adenine deaminase	135.019	0.013501899140469086
4.1.1.12	Aspartate 4-decarboxylase	134.926	0.013492599141061122
1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	134.826	0.013482599141697723
2.2.1.9	synthase	132.998	0.013299799153334768
4.2.1.8	Mannonate dehydratase	131.684	0.013168399161699694
3.6.3.3	Transferred entry 7.2.2.21	131.384	0.013138399163609493
6.3.2.5	Phosphopantothenate--cysteine ligase (CTP)	130.941	0.013094099166429632
4.3.1.7	Ethanolamine ammonia-lyase	130.783	0.013078299167435458
2.3.1.128	Transferred entry 2.3.1.267	130.122	0.013012199171643387
2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	128.753	0.012875299180358438
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	128.577	0.012857699181478853
2.8.1.10	Thiazole synthase	127.684	0.012768399187163692
2.7.1.35	Pyridoxal kinase	124.869	0.012486899205083982
1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	124.06	0.012405999210234074
1.1.1.60	2-hydroxy-3-oxopropionate reductase	124.013	0.01240129921053328
2.3.3.13	2-isopropylmalate synthase	123.119	0.012311899216224482
2.3.1.8	Phosphate acetyltransferase	122.704	0.01227039921886637
5.3.1.14	L-rhamnose isomerase	121.446	0.0121445992268748
4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	121.425	0.012142499227008484
1.1.1.18	Inositol 2-dehydrogenase	120.833	0.012083299230777157
3.5.1.2	Glutaminase	120.344	0.01203439923389013
4.2.1.113	o-succinylbenzoate synthase	119.871	0.01198709923690125
3.4.25.2	HslU--HslV peptidase	117.503	0.011750299251975935
6.4.1.1	Pyruvate carboxylase	117.287	0.011728699253350993
4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	116.609	0.011660899257667138
1.1.1.85	3-isopropylmalate dehydrogenase	116.311	0.01163109925956421
1.4.3.16	L-aspartate oxidase	115.787	0.011578699262899991
3.4.17.19	Carboxypeptidase Taq	115.687	0.011568699263536592
3.6.3.30	Transferred entry 7.2.2.7	114.914	0.01149139926845751
3.1.2.14	Oleoyl-[acyl-carrier-protein] hydrolase	113.214	0.011321399279279708
2.7.1.17	Xylulokinase	111.679	0.011167899289051519
3.5.2.6	Beta-lactamase	111.181	0.011118099292221786
2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	108.678	0.010867799308155884
5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	107.043	0.010704299318564293
1.1.1.290	4-phosphoerythronate dehydrogenase	106.962	0.01069619931907994
4.2.1.19	Imidazoleglycerol-phosphate dehydratase	106.905	0.010690499319442801
1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH)	105.274	0.010527399329825746
2.4.1.243	6(G)-fructosyltransferase	103.374	0.010337399341921145
1.1.1.23	Histidinol dehydrogenase	102.925	0.01029249934477948
6.4.1.3	Propionyl-CoA carboxylase	102.605	0.0102604993468166
4.2.3.1	Threonine synthase	102.033	0.010203299350457952
4.99.1.1	Protoporphyrin ferrochelatase	101.544	0.010154399353570926
3.1.1.10	Tropinesterase	101.329	0.010132899354939615
4.1.99.17	Phosphomethylpyrimidine synthase	101.007	0.010100699356989469
2.3.1.18	Galactoside O-acetyltransferase	100.696	0.010069599358969292
2.3.1.89	Tetrahydrodipicolinate N-acetyltransferase	100.408	0.010040799360802702
2.1.1.174	23S rRNA (guanine(1835)-N(2))-methyltransferase	100.359	0.010035899361114634
6.3.5.1	NAD(+) synthase (glutamine-hydrolyzing)	99.4864	0.009948639366669607
3.1.3.90	Maltose 6'-phosphate phosphatase	98.9437	0.009894369370124435
3.5.2.5	Allantoinase	98.3662	0.0098366193738008
4.2.1.130	D-lactate dehydratase	97.2317	0.009723169381023026
2.7.1.41	Glucose-1-phosphate phosphodismutase	96.6582	0.009665819384673925
2.5.1.10	(2E,6E)-farnesyl diphosphate synthase	96.2882	0.009628819387029348
2.7.2.8	Acetylglutamate kinase	95.8059	0.009580589390099668
3.4.11.2	Membrane alanyl aminopeptidase	93.1448	0.00931447940704023
2.4.2.17	ATP phosphoribosyltransferase	92.8519	0.009285189408904831
1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase	91.6085	0.009160849416820317
4.4.1.1	Cystathionine gamma-lyase	91.138	0.00911379941981552
6.3.2.12	Dihydrofolate synthase	90.6305	0.009063049423046263
2.3.2.17	glycyltransferase	89.9736	0.00899735942722809
1.6.5.3	Transferred entry 7.1.1.2	88.9524	0.008895239433729047
4.1.1.25	Tyrosine decarboxylase	88.9054	0.008890539434028248
2.4.2.52	Triphosphoribosyl-dephospho-CoA synthase	87.827	0.008782699440893344
3.5.1.24	Choloylglycine hydrolase	87.6644	0.008766439441928455
4.3.1.19	Threonine ammonia-lyase	87.3031	0.008730309444228491
2.3.1.41	Beta-ketoacyl-[acyl-carrier-protein] synthase I	86.2135	0.008621349451164884
3.6.3.5	Transferred entry 7.2.2.12	85.7247	0.008572469454276584
1.8.1.14	CoA-disulfide reductase	83.99	0.008398999465319685
7.2.2.6	P-type K(+) transporter	83.7551	0.008375509466815057
4.4.1.16	Selenocysteine lyase	83.6011	0.008360109467795423
6.3.1.19	Prokaryotic ubiquitin-like protein ligase	83.4557	0.008345569468721038
3.4.21.83	Oligopeptidase B	83.2105	0.00832104947028198
2.3.1.200	Lipoyl amidotransferase	83.1082	0.008310819470933222
1.1.1.9	D-xylulose reductase	82.8066	0.008280659472853209
2.3.1.31	Homoserine O-acetyltransferase	82.4065	0.008240649475400244
3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	81.5814	0.008158139480652832
2.1.1.227	16S rRNA (cytidine(1409)-2'-O)-methyltransferase	81.3574	0.008135739482078816
2.8.3.10	Citrate CoA-transferase	81.3449	0.00813448948215839
3.1.1.31	6-phosphogluconolactonase	81.1681	0.008116809483283898
1.1.1.47	Glucose 1-dehydrogenase (NAD(P)(+))	80.5507	0.008055069487214267
1.16.3.1	Ferroxidase	79.8706	0.007987059491543783
4.2.1.68	L-fuconate dehydratase	79.774	0.007977399492158739
2.7.1.5	Rhamnulokinase	79.6597	0.007965969492886372
2.4.1.187	mannosaminyltransferase	79.4426	0.007944259494268432
3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	79.3849	0.007938489494635749
6.1.1.23	Aspartate--tRNA(Asn) ligase	78.4405	0.0078440495006478
2.1.4.2	Scyllo-inosamine-4-phosphate amidinotransferase	78.2533	0.007825329501839513
1.3.5.1	Succinate dehydrogenase (quinone)	77.516	0.007751599506533167
3.5.2.2	Dihydropyrimidinase	77.5118	0.007751179506559904
2.7.4.16	Thiamine-phosphate kinase	76.1382	0.00761381951530424
3.4.13.18	Cytosol nonspecific dipeptidase	76.1252	0.007612519515387
1.3.99.1	Deleted entry	75.9526	0.007595259516485771
3.5.4.30	dCTP deaminase (dUMP-forming)	75.5203	0.0075520295192377926
4.3.1.1	Aspartate ammonia-lyase	73.5059	0.007350589532061461
3.2.1.179	Gellan tetrasaccharide unsaturated glucuronosyl hydrolase	73.4985	0.007349849532108571
4.2.1.3	Aconitate hydratase	73.4848	0.0073484795321957855
1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	73.2507	0.007325069533686064
3.1.2.6	Hydroxyacylglutathione hydrolase	73.1533	0.007315329534306113
5.3.1.5	Xylose isomerase	72.381	0.007238099539222575
3.5.4.3	Guanine deaminase	71.3867	0.007138669545552289
2.4.1.157	Transferred entry 2.4.1.336 and 2.4.1.337	71.241	0.007124099546479815
6.4.1.6	Acetone carboxylase	70.8693	0.007086929548846057
2.5.1.1	Dimethylallyltranstransferase	70.2665	0.007026649552683481
4.2.3.3	Methylglyoxal synthase	70.0555	0.007005549554026707
1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	70.0246	0.007002459554223417
3.6.3.44	Transferred entry 7.6.2.2	69.7249	0.006972489556131307
2.7.7.87	L-threonylcarbamoyladenylate synthase	68.8172	0.006881719561909724
2.4.2.18	Anthranilate phosphoribosyltransferase	68.2495	0.006824949565523703
2.6.1.11	Acetylornithine transaminase	67.7624	0.0067762395686245805
3.4.22.48	Staphopain	65.6899	0.006568989581818115
4.6.1.17	Cyclic pyranopterin monophosphate synthase	65.4163	0.006541629583559854
2.7.9.3	Selenide, water dikinase	65.3427	0.0065342695840283896
3.1.2.20	Acyl-CoA hydrolase	64.8166	0.006481659587377542
4.2.1.51	Prephenate dehydratase	64.6923	0.0064692295881688365
2.5.1.72	Quinolinate synthase	64.6561	0.006465609588399286
2.6.1.9	Histidinol-phosphate transaminase	64.3128	0.006431279590584734
2.1.1.220	tRNA (adenine(58)-N(1))-methyltransferase	64.1255	0.0064125495917770866
2.4.1.12	Cellulose synthase (UDP-forming)	63.543	0.006354299595485281
2.4.2.4	Thymidine phosphorylase	63.1734	0.006317339597838154
2.7.8.6	Undecaprenyl-phosphate galactose phosphotransferase	63.1648	0.006316479597892902
2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	62.4061	0.006240609602722786
1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	62.3037	0.006230369603374663
4.2.1.24	Porphobilinogen synthase	62.2085	0.006220849603980707
2.7.7.77	Molybdenum cofactor guanylyltransferase	62.1524	0.00621523960433784
3.2.1.96	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	61.9861	0.006198609605396506
1.1.1.42	Isocitrate dehydrogenase (NADP(+))	61.9519	0.006195189605614222
1.9.3.1	Cytochrome-c oxidase	61.9305	0.006193049605750455
1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating)	61.833	0.00618329960637114
1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)	61.833	0.00618329960637114
2.5.1.55	3-deoxy-8-phosphooctulonate synthase	61.7501	0.006175009606898882
2.4.1.8	Maltose phosphorylase	61.3854	0.00613853960922056
4.1.1.48	Indole-3-glycerol-phosphate synthase	61.0998	0.006109979611038692
1.14.16.1	Phenylalanine 4-monooxygenase	60.8666	0.006086659612523242
2.3.3.10	Hydroxymethylglutaryl-CoA synthase	60.7951	0.0060795096129784105
2.4.2.6	Nucleoside deoxyribosyltransferase	59.7199	0.005971989619823134
2.4.2.2	Pyrimidine-nucleoside phosphorylase	59.1863	0.005918629623220032
2.5.1.31	diphosphate specific)	59.0272	0.005902719624232861
2.7.7.65	Diguanylate cyclase	58.9074	0.005890739624995509
4.1.3.27	Anthranilate synthase	58.3921	0.0058392096282759084
1.1.1.30	3-hydroxybutyrate dehydrogenase	57.5171	0.005751709633846158
1.1.1.77	Lactaldehyde reductase	57.4854	0.00574853963404796
2.7.7.4	Sulfate adenylyltransferase	57.2487	0.0057248696355547924
1.3.3.1	Transferred entry 1.3.98.1	56.7341	0.005673409638830736
4.1.2.19	Rhamnulose-1-phosphate aldolase	56.491	0.00564909964037831
1.1.1.154	Ureidoglycolate dehydrogenase	55.9593	0.005595929643763113
3.6.4.6	Vesicle-fusing ATPase	55.6491	0.005564909645737845
3.1.4.46	Glycerophosphodiester phosphodiesterase	54.9928	0.005499279649915851
3.1.12.1	5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)	54.9514	0.005495139650179403
2.3.1.29	Glycine C-acetyltransferase	54.4203	0.005442029653560386
4.1.1.3	Transferred entry 4.1.1.112	54.3347	0.005433469654105316
6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)	54.2099	0.005420989654899792
1.6.99.5	Transferred entry 1.6.5.11	53.6984	0.0053698396581560014
2.3.2.10	UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase	53.4706	0.005347059659606176
5.3.1.n1	Transferred entry 5.3.1.30	53.4627	0.005346269659656467
5.4.4.2	Isochorismate synthase	53.4188	0.005341879659935934
2.4.1.182	Lipid-A-disaccharide synthase	53.1559	0.005315589661609556
3.4.13.22	D-Ala-D-Ala dipeptidase	53.13	0.005312999661774436
3.2.1.24	Alpha-mannosidase	53.0581	0.005305809662232151
1.7.2.2	Nitrite reductase (cytochrome  ammonia-forming)	52.5706	0.005257059665335575
3.2.1.20	Alpha-glucosidase	52.0555	0.005205549668614702
7.5.2.4	ABC-type teichoic-acid transporter	51.3485	0.005134849673115464
2.4.1.7	Sucrose phosphorylase	50.7962	0.005079619676631406
1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	50.6737	0.00506736967741124
1.2.1.70	Glutamyl-tRNA reductase	50.5744	0.005057439678043384
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	50.3808	0.005038079679275841
1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	50.0506	0.005005059681377895
2.4.1.175	acetylgalactosaminyltransferase	49.7645	0.004976449683199207
2.4.1.226	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase	49.7645	0.004976449683199207
5.4.99.9	UDP-galactopyranose mutase	49.6682	0.004966819683812253
3.6.3.33	Transferred entry 7.6.2.8	49.4488	0.004944879685208953
2.5.1.141	Heme o synthase	49.3139	0.0049313896860677265
1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)	48.7853	0.004878529689432794
1.21.4.2	Glycine reductase	48.7197	0.0048719696898504045
3.6.1.11	Exopolyphosphatase	48.6148	0.0048614796905181975
2.5.1.61	Hydroxymethylbilane synthase	48.2249	0.0048224896930003005
3.2.1.22	Alpha-galactosidase	48.2063	0.004820629693118708
2.10.1.1	Molybdopterin molybdotransferase	48.0033	0.004800329694411006
4.1.99.3	Deoxyribodipyrimidine photo-lyase	47.226	0.004722599699359298
3.5.3.12	Agmatine deiminase	47.1943	0.0047194296995611
2.7.1.191	Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase	47.0369	0.004703689700563108
3.1.21.2	Deoxyribonuclease IV	46.8376	0.004683759701831852
2.7.7.53	ATP adenylyltransferase	46.3514	0.004635139704927
3.6.3.25	Transferred entry 7.3.2.3	46.1683	0.004616829706092616
1.6.5.11	NADH dehydrogenase (quinone)	45.5503	0.004555029710026803
3.1.1.72	Acetylxylan esterase	45.5107	0.004551069710278897
6.1.1.18	Glutamine--tRNA ligase	45.392	0.004539199711034542
2.3.1.57	Diamine N-acetyltransferase	45.2075	0.004520749712209069
1.1.1.37	Malate dehydrogenase	44.7716	0.004477159714984007
1.17.7.1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)	44.5612	0.004456119716323414
2.1.1.13	Methionine synthase	44.5271	0.0044527097165404945
3.1.3.1	Alkaline phosphatase	44.1215	0.004412149719122543
4.1.1.21	Phosphoribosylaminoimidazole carboxylase	43.8763	0.004387629720683487
2.4.1.246	Mannosylfructose-phosphate synthase	43.6622	0.004366219722046447
1.3.3.3	Coproporphyrinogen oxidase	43.2465	0.0043246497246927935
2.3.3.16	Citrate synthase (unknown stereospecificity)	42.7788	0.004277879727670172
2.3.1.1	Amino-acid N-acetyltransferase	42.207	0.004220699731310251
2.3.1.35	Glutamate N-acetyltransferase	42.207	0.004220699731310251
3.5.2.17	Hydroxyisourate hydrolase	42.0715	0.0042071497321728435
4.2.1.119	Enoyl-CoA hydratase 2	41.275	0.004127499737243362
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	41.2706	0.004127059737271372
3.6.3.28	Transferred entry 7.3.2.2	40.6737	0.004067369741071237
2.3.1.181	Lipoyl(octanoyl) transferase	40.1142	0.0040114197446330145
2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	40.0981	0.004009809744735507
5.1.3.32	L-rhamnose mutarotase	40.0596	0.004005959744980598
2.3.2.6	Lysine/arginine leucyltransferase	39.7749	0.003977489746792999
1.4.3.5	Pyridoxal 5'-phosphate synthase	39.7148	0.003971479747175594
